"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 26, 1975","176.05","179.25","176.05","176.05","-0.96%"
"Jan 19, 1975","177.75","175.25","177.75","177.75","2.16%"
"Jan 12, 1975","174.00","180.55","174.00","174.00","-1.97%"
"Jan 05, 1975","177.50","173.75","177.50","177.50","1.87%"
"Dec 29, 1974","174.25","195.50","174.25","174.25","-10.76%"
"Dec 22, 1974","195.25","193.25","195.25","195.25","3.99%"
"Dec 15, 1974","187.75","183.25","187.75","187.75","4.31%"
"Dec 08, 1974","180.00","180.75","180.00","180.00","-0.63%"
"Dec 01, 1974","181.15","186.05","181.15","181.15","-1.84%"
"Nov 24, 1974","184.55","184.00","184.55","184.55","1.12%"
"Nov 17, 1974","182.50","190.80","182.50","182.50","-2.80%"
"Nov 10, 1974","187.75","182.25","187.75","187.75","2.46%"
"Nov 03, 1974","183.25","169.50","183.25","183.25","9.04%"
"Oct 27, 1974","168.05","167.75","168.05","168.05","2.78%"
"Oct 20, 1974","163.50","157.30","163.50","163.50","5.14%"
"Oct 13, 1974","155.50","155.30","155.50","155.50","-1.11%"
"Oct 06, 1974","157.25","157.80","157.25","157.25","-1.29%"
"Sep 29, 1974","159.30","151.55","159.30","159.30","8.92%"
"Sep 22, 1974","146.25","148.30","146.25","146.25","-0.03%"
"Sep 15, 1974","146.30","153.05","146.30","146.30","-4.50%"
"Sep 08, 1974","153.20","155.80","153.20","153.20","-2.61%"
"Sep 01, 1974","157.30","158.05","157.30","157.30","0.64%"
"Aug 25, 1974","156.30","153.80","156.30","156.30","1.30%"
"Aug 18, 1974","154.30","155.55","154.30","154.30","-0.99%"
"Aug 11, 1974","155.85","152.55","155.85","155.85","0.84%"
"Aug 04, 1974","154.55","154.10","154.55","154.55","-1.56%"
"Jul 28, 1974","157.00","158.00","157.00","157.00","5.02%"
"Jul 21, 1974","149.50","143.30","149.50","149.50","2.54%"
"Jul 14, 1974","145.80","139.05","145.80","145.80","6.23%"
"Jul 07, 1974","137.25","141.25","137.25","137.25","2.20%"
"Jun 30, 1974","134.30","143.30","134.30","134.30","-7.09%"
"Jun 23, 1974","144.55","150.30","144.55","144.55","-6.17%"
"Jun 16, 1974","154.05","157.80","154.05","154.05","-4.02%"
"Jun 09, 1974","160.50","157.70","160.50","160.50","3.02%"
"Jun 02, 1974","155.80","155.80","155.80","155.80","-0.92%"
"May 26, 1974","157.25","154.30","157.25","157.25","-2.93%"
"May 19, 1974","162.00","163.20","162.00","162.00","-2.29%"
"May 12, 1974","165.80","166.80","165.80","165.80","-1.31%"
"May 05, 1974","168.00","166.30","168.00","168.00","-0.77%"
"Apr 28, 1974","169.30","169.55","169.30","169.30","0.00%"
"Apr 21, 1974","169.30","175.05","169.30","169.30","-1.74%"
"Apr 14, 1974","172.30","174.05","172.30","172.30","-0.86%"
"Apr 07, 1974","173.80","167.30","173.80","173.80","0.14%"
"Mar 31, 1974","173.55","174.40","173.55","173.55","0.14%"
"Mar 24, 1974","173.30","177.05","173.30","173.30","-2.53%"
"Mar 17, 1974","177.80","164.30","177.80","177.80","8.32%"
"Mar 10, 1974","164.15","165.80","164.15","164.15","-0.70%"
"Mar 03, 1974","165.30","166.30","165.30","165.30","-1.49%"
"Feb 24, 1974","167.80","169.80","167.80","167.80","2.76%"
"Feb 17, 1974","163.30","149.80","163.30","163.30","9.49%"
"Feb 10, 1974","149.15","145.30","149.15","149.15","4.08%"
"Feb 03, 1974","143.30","133.80","143.30","143.30","9.56%"
"Jan 27, 1974","130.80","139.80","130.80","130.80","-7.37%"
"Jan 20, 1974","141.20","138.55","141.20","141.20","8.37%"
"Jan 13, 1974","130.30","125.05","130.30","130.30","6.54%"
"Jan 06, 1974","122.30","121.80","122.30","122.30","2.95%"
"Dec 30, 1973","118.80","116.80","118.80","118.80","5.79%"
"Dec 23, 1973","112.30","109.80","112.30","112.30","4.95%"
"Dec 16, 1973","107.00","107.00","107.00","107.00","1.66%"
"Dec 09, 1973","105.25","105.80","105.25","105.25","-2.14%"
"Dec 02, 1973","107.55","100.75","107.55","107.55","6.22%"
"Nov 25, 1973","101.25","92.25","101.25","101.25","11.82%"
"Nov 18, 1973","90.55","90.30","90.55","90.55","0.06%"
"Nov 11, 1973","90.50","97.30","90.50","90.50","-8.40%"
"Nov 04, 1973","98.80","98.30","98.80","98.80","0.00%"
"Oct 28, 1973","98.80","97.55","98.80","98.80","0.25%"
"Oct 21, 1973","98.55","99.25","98.55","98.55","-2.71%"
"Oct 14, 1973","101.30","101.55","101.30","101.30","-0.93%"
"Oct 07, 1973","102.25","99.90","102.25","102.25","3.49%"
"Sep 30, 1973","98.80","97.05","98.80","98.80","-1.50%"
"Sep 23, 1973","100.30","102.30","100.30","100.30","-3.37%"
"Sep 16, 1973","103.80","104.30","103.80","103.80","3.18%"
"Sep 09, 1973","100.60","105.05","100.60","100.60","-4.69%"
"Sep 02, 1973","105.55","105.40","105.55","105.55","1.69%"
"Aug 26, 1973","103.80","103.30","103.80","103.80","2.47%"
"Aug 19, 1973","101.30","109.80","101.30","101.30","-2.88%"
"Aug 12, 1973","104.30","102.30","104.30","104.30","-2.57%"
"Aug 05, 1973","107.05","115.80","107.05","107.05","-7.95%"
"Jul 29, 1973","116.30","115.80","116.30","116.30","-0.85%"
"Jul 22, 1973","117.30","120.20","117.30","117.30","-1.47%"
"Jul 15, 1973","119.05","121.30","119.05","119.05","-0.96%"
"Jul 08, 1973","120.20","126.30","120.20","120.20","-4.94%"
"Jul 01, 1973","126.45","121.30","126.45","126.45","2.35%"
"Jun 24, 1973","123.55","118.80","123.55","123.55","2.70%"
"Jun 17, 1973","120.30","122.80","120.30","120.30","0.00%"
"Jun 10, 1973","120.30","115.80","120.30","120.30","2.38%"
"Jun 03, 1973","117.50","123.80","117.50","117.50","-0.47%"
"May 27, 1973","118.05","110.30","118.05","118.05","10.53%"
"May 20, 1973","106.80","112.30","106.80","106.80","0.95%"
"May 13, 1973","105.80","102.55","105.80","105.80","9.07%"
"May 06, 1973","97.00","91.70","97.00","97.00","7.06%"
"Apr 29, 1973","90.60","91.00","90.60","90.60","-0.33%"
"Apr 22, 1973","90.90","90.10","90.90","90.90","-0.16%"
"Apr 15, 1973","91.05","89.60","91.05","91.05","0.83%"
"Apr 08, 1973","90.30","91.05","90.30","90.30","-0.99%"
"Apr 01, 1973","91.20","89.55","91.20","91.20","1.00%"
"Mar 25, 1973","90.30","90.30","90.30","90.30","6.49%"
"Mar 18, 1973","84.80","82.55","84.80","84.80","2.11%"
"Mar 11, 1973","83.05","82.80","83.05","83.05","-0.12%"
"Mar 04, 1973","83.15","84.30","83.15","83.15","-3.65%"
"Feb 25, 1973","86.30","81.00","86.30","86.30","1.17%"
"Feb 18, 1973","85.30","76.80","85.30","85.30","15.90%"
"Feb 11, 1973","73.60","68.85","73.60","73.60","7.60%"
"Feb 04, 1973","68.40","67.90","68.40","68.40","1.79%"
"Jan 28, 1973","67.20","65.60","67.20","67.20","2.13%"
"Jan 21, 1973","65.80","65.50","65.80","65.80","1.54%"
"Jan 14, 1973","64.80","64.95","64.80","64.80","-0.92%"
"Jan 07, 1973","65.40","65.40","65.40","65.40","-0.23%"
"Dec 31, 1972","65.55","65.40","65.55","65.55","0.54%"
"Dec 24, 1972","65.20","64.95","65.20","65.20","1.09%"
"Dec 17, 1972","64.50","65.40","64.50","64.50","0.47%"
"Dec 10, 1972","64.20","63.20","64.20","64.20","1.26%"
"Dec 03, 1972","63.40","63.70","63.40","63.40","-1.71%"
"Nov 26, 1972","64.50","64.30","64.50","64.50","2.71%"
"Nov 19, 1972","62.80","61.40","62.80","62.80","3.54%"
"Nov 12, 1972","60.65","62.90","60.65","60.65","-3.88%"
"Nov 05, 1972","63.10","64.35","63.10","63.10","-2.09%"
"Oct 29, 1972","64.45","64.85","64.45","64.45","-0.69%"
"Oct 22, 1972","64.90","65.10","64.90","64.90","-0.61%"
"Oct 15, 1972","65.30","65.40","65.30","65.30","0.46%"
"Oct 08, 1972","65.00","65.50","65.00","65.00","-1.22%"
"Oct 01, 1972","65.80","64.45","65.80","65.80","2.02%"
"Sep 24, 1972","64.50","63.80","64.50","64.50","0.47%"
"Sep 17, 1972","64.20","61.55","64.20","64.20","-2.36%"
"Sep 10, 1972","65.75","67.55","65.75","65.75","-2.45%"
"Sep 03, 1972","67.40","67.25","67.40","67.40","0.37%"
"Aug 27, 1972","67.15","67.35","67.15","67.15","-0.37%"
"Aug 20, 1972","67.40","67.10","67.40","67.40","0.75%"
"Aug 13, 1972","66.90","66.05","66.90","66.90","1.36%"
"Aug 06, 1972","66.00","67.80","66.00","66.00","-4.07%"
"Jul 30, 1972","68.80","68.60","68.80","68.80","0.51%"
"Jul 23, 1972","68.45","65.50","68.45","68.45","4.82%"
"Jul 16, 1972","65.30","65.80","65.30","65.30","0.08%"
"Jul 09, 1972","65.25","65.90","65.25","65.25","-0.46%"
"Jul 02, 1972","65.55","65.80","65.55","65.55","0.92%"
"Jun 25, 1972","64.95","63.70","64.95","64.95","2.53%"
"Jun 18, 1972","63.35","61.50","63.35","63.35","2.51%"
"Jun 11, 1972","61.80","61.50","61.80","61.80","-1.59%"
"Jun 04, 1972","62.80","59.80","62.80","62.80","5.19%"
"May 28, 1972","59.70","58.85","59.70","59.70","2.49%"
"May 21, 1972","58.25","57.65","58.25","58.25","1.57%"
"May 14, 1972","57.35","53.40","57.35","57.35","7.80%"
"May 07, 1972","53.20","52.25","53.20","53.20","3.70%"
"Apr 30, 1972","51.30","50.65","51.30","51.30","2.81%"
"Apr 23, 1972","49.90","49.65","49.90","49.90","0.60%"
"Apr 16, 1972","49.60","49.70","49.60","49.60","-0.10%"
"Apr 09, 1972","49.65","48.70","49.65","49.65","2.06%"
"Apr 02, 1972","48.65","48.70","48.65","48.65","0.00%"
"Mar 26, 1972","48.65","48.60","48.65","48.65","0.00%"
"Mar 19, 1972","48.65","48.70","48.65","48.65","-0.04%"
"Mar 12, 1972","48.67","48.75","48.67","48.67","0.04%"
"Mar 05, 1972","48.65","48.55","48.65","48.65","0.62%"
"Feb 27, 1972","48.35","48.75","48.35","48.35","-0.92%"
"Feb 20, 1972","48.80","48.95","48.80","48.80","0.21%"
"Feb 13, 1972","48.70","48.15","48.70","48.70","0.31%"
"Feb 06, 1972","48.55","47.90","48.55","48.55","2.64%"
"Jan 30, 1972","47.30","47.45","47.30","47.30","-0.63%"
"Jan 23, 1972","47.60","46.30","47.60","47.60","3.03%"
"Jan 16, 1972","46.20","46.50","46.20","46.20","-0.11%"
"Jan 09, 1972","46.25","46.05","46.25","46.25","0.22%"
"Jan 02, 1972","46.15","44.30","46.15","46.15","5.25%"
"Dec 26, 1971","43.85","43.85","43.85","43.85","0.34%"
"Dec 19, 1971","43.70","43.40","43.70","43.70","1.51%"
"Dec 12, 1971","43.05","43.95","43.05","43.05","-2.16%"
"Dec 05, 1971","44.00","44.20","44.00","44.00","-0.23%"
"Nov 28, 1971","44.10","43.95","44.10","44.10","0.80%"
"Nov 21, 1971","43.75","43.55","43.75","43.75","0.81%"
"Nov 14, 1971","43.40","43.15","43.40","43.40","0.93%"
"Nov 07, 1971","43.00","42.70","43.00","43.00","0.82%"
"Oct 31, 1971","42.65","42.45","42.65","42.65","0.00%"
"Oct 24, 1971","42.65","42.75","42.65","42.65","-0.35%"
"Oct 17, 1971","42.80","42.80","42.80","42.80","-0.12%"
"Oct 10, 1971","42.85","42.80","42.85","42.85","0.23%"
"Oct 03, 1971","42.75","42.90","42.75","42.75","0.12%"
"Sep 26, 1971","42.70","42.90","42.70","42.70","-0.23%"
"Sep 19, 1971","42.80","42.65","42.80","42.80","0.94%"
"Sep 12, 1971","42.40","41.95","42.40","42.40","0.95%"
"Sep 05, 1971","42.00","41.90","42.00","42.00","-0.12%"
"Aug 29, 1971","42.05","41.75","42.05","42.05","1.57%"
"Aug 22, 1971","41.40","43.55","41.40","41.40","-5.15%"
"Aug 15, 1971","43.65","43.55","43.65","43.65","0.69%"
"Aug 08, 1971","43.35","44.25","43.35","43.35","1.05%"
"Aug 01, 1971","42.90","42.65","42.90","42.90","0.47%"
"Jul 25, 1971","42.70","42.05","42.70","42.70","1.67%"
"Jul 18, 1971","42.00","41.30","42.00","42.00","2.44%"
"Jul 11, 1971","41.00","40.65","41.00","41.00","1.23%"
"Jul 04, 1971","40.50","40.60","40.50","40.50","-0.37%"
"Jun 27, 1971","40.65","40.25","40.65","40.65","0.62%"
"Jun 20, 1971","40.40","40.25","40.40","40.40","0.50%"
"Jun 13, 1971","40.20","39.85","40.20","40.20","0.75%"
"Jun 06, 1971","39.90","40.75","39.90","39.90","-2.44%"
"May 30, 1971","40.90","40.90","40.90","40.90","-0.61%"
"May 23, 1971","41.15","41.10","41.15","41.15","-0.24%"
"May 16, 1971","41.25","41.05","41.25","41.25","-0.72%"
"May 09, 1971","41.55","40.50","41.55","41.55","3.62%"
"May 02, 1971","40.10","39.70","40.10","40.10","0.38%"
"Apr 25, 1971","39.95","39.20","39.95","39.95","1.65%"
"Apr 18, 1971","39.30","39.20","39.30","39.30","0.13%"
"Apr 11, 1971","39.25","39.20","39.25","39.25","0.00%"
"Apr 04, 1971","39.25","39.20","39.25","39.25","0.26%"
"Mar 28, 1971","39.15","39.05","39.15","39.15","-0.13%"
"Mar 21, 1971","39.20","39.25","39.20","39.20","0.00%"
"Mar 14, 1971","39.20","39.20","39.20","39.20","-0.25%"
"Mar 07, 1971","39.30","39.10","39.30","39.30","0.64%"
"Feb 28, 1971","39.05","39.00","39.05","39.05","-0.13%"
"Feb 21, 1971","39.10","39.10","39.10","39.10","0.13%"
"Feb 14, 1971","39.05","39.25","39.05","39.05","-0.26%"
"Feb 07, 1971","39.15","38.95","39.15","39.15","1.03%"
"Jan 31, 1971","38.75","38.45","38.75","38.75","1.04%"
"Jan 24, 1971","38.35","38.35","38.35","38.35","0.26%"
"Jan 17, 1971","38.25","38.35","38.25","38.25","-0.39%"
"Jan 10, 1971","38.40","38.00","38.40","38.40","1.72%"
"Jan 03, 1971","37.75","37.75","37.75","37.75","0.27%"
"Dec 27, 1970","37.65","37.70","37.65","37.65","0.00%"
"Dec 20, 1970","37.65","37.95","37.65","37.65","-0.66%"
"Dec 13, 1970","37.90","37.60","37.90","37.90","1.20%"
"Dec 06, 1970","37.45","37.70","37.45","37.45","-1.06%"
"Nov 29, 1970","37.85","37.80","37.85","37.85","-0.26%"
"Nov 22, 1970","37.95","37.75","37.95","37.95","0.13%"
"Nov 15, 1970","37.90","37.75","37.90","37.90","-0.13%"
"Nov 08, 1970","37.95","37.65","37.95","37.95","1.47%"
"Nov 01, 1970","37.40","37.90","37.40","37.40","-0.40%"
"Oct 25, 1970","37.55","39.20","37.55","37.55","-2.97%"
"Oct 18, 1970","38.70","37.85","38.70","38.70","2.52%"
"Oct 11, 1970","37.75","37.45","37.75","37.75","1.48%"
"Oct 04, 1970","37.20","37.00","37.20","37.20","1.64%"
"Sep 27, 1970","36.60","36.45","36.60","36.60","0.55%"
"Sep 20, 1970","36.40","36.50","36.40","36.40","0.00%"
"Sep 13, 1970","36.40","36.55","36.40","36.40","-0.55%"
"Sep 06, 1970","36.60","36.35","36.60","36.60","0.27%"
"Aug 30, 1970","36.50","36.10","36.50","36.50","1.25%"
"Aug 23, 1970","36.05","35.70","36.05","36.05","1.12%"
"Aug 16, 1970","35.65","35.65","35.65","35.65","0.42%"
"Aug 09, 1970","35.50","35.50","35.50","35.50","-0.14%"
"Jul 26, 1970","35.55","35.50","35.55","35.55","0.00%"
"Jul 19, 1970","35.55","35.50","35.55","35.55","0.00%"
"Jul 12, 1970","35.55","35.50","35.55","35.55","0.00%"
"Jul 05, 1970","35.55","35.60","35.55","35.55","-0.42%"
"Jun 28, 1970","35.70","35.75","35.70","35.70","0.14%"
"Jun 21, 1970","35.65","35.65","35.65","35.65","0.14%"
"Jun 14, 1970","35.60","35.75","35.60","35.60","-0.70%"
"Jun 07, 1970","35.85","35.75","35.85","35.85","1.13%"
"May 31, 1970","35.45","35.60","35.45","35.45","-1.12%"
"May 24, 1970","35.85","36.05","35.85","35.85","-0.69%"
"May 17, 1970","36.10","36.15","36.10","36.10","-0.28%"
"May 10, 1970","36.20","36.35","36.20","36.20","-0.55%"
"May 03, 1970","36.40","36.15","36.40","36.40","0.83%"
"Apr 26, 1970","36.10","35.95","36.10","36.10","0.14%"
"Apr 19, 1970","36.05","36.05","36.05","36.05","0.14%"
"Apr 12, 1970","36.00","35.65","36.00","36.00","1.12%"
"Apr 05, 1970","35.60","35.45","35.60","35.60","0.14%"
"Mar 29, 1970","35.55","35.50","35.55","35.55","0.28%"
"Mar 22, 1970","35.45","35.40","35.45","35.45","0.28%"
"Mar 15, 1970","35.35","35.35","35.35","35.35","0.28%"
"Mar 08, 1970","35.25","35.20","35.25","35.25","0.28%"
"Mar 01, 1970","35.15","35.15","35.15","35.15","-0.14%"
"Feb 15, 1970","35.20","35.15","35.20","35.20","0.00%"
"Feb 08, 1970","35.20","35.25","35.20","35.20","0.00%"
"Jan 25, 1970","35.20","35.15","35.20","35.20","0.00%"
"Jan 18, 1970","35.20","35.05","35.20","35.20","0.72%"
"Jan 11, 1970","34.95","35.15","34.95","34.95","-0.43%"
"Jan 04, 1970","35.10","35.40","35.10","35.10","-0.85%"
