"Date","Price","Open","High","Low","Vol.","Change %"
"May 19, 2002","320.60","310.65","320.60","320.60","3.09%"
"May 12, 2002","311.00","310.75","311.00","311.00","-0.02%"
"May 05, 2002","311.05","311.50","311.05","311.05","-0.29%"
"Apr 28, 2002","311.95","311.05","311.95","311.95","0.19%"
"Apr 21, 2002","311.35","302.15","311.35","311.35","2.98%"
"Apr 14, 2002","302.35","301.15","302.35","302.35","0.07%"
"Apr 07, 2002","302.15","300.15","302.15","302.15","0.70%"
"Mar 31, 2002","300.05","302.25","300.05","300.05","-0.88%"
"Mar 24, 2002","302.70","297.25","302.70","302.70","1.66%"
"Mar 17, 2002","297.75","290.35","297.75","297.75","2.65%"
"Mar 10, 2002","290.05","289.65","290.05","290.05","0.10%"
"Mar 03, 2002","289.75","298.05","289.75","289.75","-2.82%"
"Feb 24, 2002","298.15","291.50","298.15","298.15","1.76%"
"Feb 17, 2002","293.00","298.75","293.00","293.00","-1.71%"
"Feb 10, 2002","298.10","303.60","298.10","298.10","-1.94%"
"Feb 03, 2002","304.00","286.50","304.00","304.00","6.20%"
"Jan 27, 2002","286.25","279.35","286.25","286.25","2.43%"
"Jan 20, 2002","279.45","283.55","279.45","279.45","-1.45%"
"Jan 13, 2002","283.55","287.35","283.55","283.55","-1.39%"
"Jan 06, 2002","287.55","278.90","287.55","287.55","3.08%"
"Dec 30, 2001","278.95","276.15","278.95","278.95","0.87%"
"Dec 23, 2001","276.55","277.70","276.55","276.55","-0.58%"
"Dec 16, 2001","278.15","278.25","278.15","278.15","-0.11%"
"Dec 09, 2001","278.45","274.45","278.45","278.45","1.42%"
"Dec 02, 2001","274.55","274.80","274.55","274.55","0.05%"
"Nov 25, 2001","274.40","273.00","274.40","274.40","0.55%"
"Nov 18, 2001","272.90","274.85","272.90","272.90","-0.71%"
"Nov 11, 2001","274.85","277.65","274.85","274.85","-0.94%"
"Nov 04, 2001","277.45","280.25","277.45","277.45","-0.89%"
"Oct 28, 2001","279.95","277.50","279.95","279.95","0.92%"
"Oct 21, 2001","277.40","279.40","277.40","277.40","-0.85%"
"Oct 14, 2001","279.77","284.38","279.77","279.77","-1.73%"
"Oct 07, 2001","284.70","292.75","284.70","284.70","-2.25%"
"Sep 30, 2001","291.25","291.95","291.25","291.25","-0.58%"
"Sep 23, 2001","292.95","291.25","292.95","292.95","0.43%"
"Sep 16, 2001","291.70","290.50","291.70","291.70","1.89%"
"Sep 09, 2001","286.30","273.90","286.30","286.30","4.81%"
"Sep 02, 2001","273.15","274.25","273.15","273.15","-0.47%"
"Aug 26, 2001","274.45","272.75","274.45","274.45","0.59%"
"Aug 19, 2001","272.85","278.75","272.85","272.85","-2.29%"
"Aug 12, 2001","279.25","274.00","279.25","279.25","1.82%"
"Aug 05, 2001","274.25","268.45","274.25","274.25","2.16%"
"Jul 29, 2001","268.45","267.85","268.45","268.45","0.22%"
"Jul 22, 2001","267.85","270.00","267.85","267.85","-0.85%"
"Jul 15, 2001","270.15","267.30","270.15","270.15","1.05%"
"Jul 08, 2001","267.35","266.45","267.35","267.35","0.41%"
"Jul 01, 2001","266.25","270.80","266.25","266.25","-1.70%"
"Jun 24, 2001","270.85","272.55","270.85","270.85","-0.64%"
"Jun 17, 2001","272.60","271.55","272.60","272.60","0.53%"
"Jun 10, 2001","271.15","273.75","271.15","271.15","-0.86%"
"Jun 03, 2001","273.50","267.20","273.50","273.50","2.43%"
"May 27, 2001","267.00","277.50","267.00","267.00","-3.92%"
"May 20, 2001","277.90","286.50","277.90","277.90","-2.95%"
"May 13, 2001","286.35","268.20","286.35","286.35","6.83%"
"May 06, 2001","268.05","266.05","268.05","268.05","0.71%"
"Apr 29, 2001","266.15","263.90","266.15","266.15","0.80%"
"Apr 22, 2001","264.05","264.25","264.05","264.05","-0.23%"
"Apr 15, 2001","264.65","260.00","264.65","264.65","1.73%"
"Apr 08, 2001","260.15","260.05","260.15","260.15","0.10%"
"Apr 01, 2001","259.90","257.75","259.90","259.90","0.76%"
"Mar 25, 2001","257.95","262.15","257.95","257.95","-1.68%"
"Mar 18, 2001","262.35","258.80","262.35","262.35","1.39%"
"Mar 11, 2001","258.75","272.20","258.75","258.75","-5.00%"
"Mar 04, 2001","272.38","262.77","272.38","272.38","3.67%"
"Feb 25, 2001","262.75","261.75","262.75","262.75","0.48%"
"Feb 18, 2001","261.50","258.70","261.50","261.50","0.98%"
"Feb 11, 2001","258.95","261.35","258.95","258.95","-0.65%"
"Feb 04, 2001","260.65","267.15","260.65","260.65","-2.56%"
"Jan 28, 2001","267.50","263.55","267.50","267.50","1.69%"
"Jan 21, 2001","263.05","265.55","263.05","263.05","-0.68%"
"Jan 14, 2001","264.85","264.50","264.85","264.85","0.23%"
"Jan 07, 2001","264.25","268.35","264.25","264.25","-1.44%"
"Dec 31, 2000","268.10","272.75","268.10","268.10","-1.58%"
"Dec 24, 2000","272.40","273.75","272.40","272.40","-0.57%"
"Dec 17, 2000","273.95","271.00","273.95","273.95","1.13%"
"Dec 10, 2000","270.90","272.75","270.90","270.90","-0.68%"
"Dec 03, 2000","272.75","269.75","272.75","272.75","1.24%"
"Nov 26, 2000","269.40","265.75","269.40","269.40","1.30%"
"Nov 19, 2000","265.95","266.25","265.95","265.95","0.06%"
"Nov 12, 2000","265.80","264.75","265.80","265.80","0.43%"
"Nov 05, 2000","264.65","265.20","264.65","264.65","-0.21%"
"Oct 29, 2000","265.20","264.80","265.20","265.20","0.25%"
"Oct 22, 2000","264.55","271.30","264.55","264.55","-2.56%"
"Oct 15, 2000","271.50","272.50","271.50","271.50","-0.42%"
"Oct 08, 2000","272.65","269.95","272.65","272.65","1.11%"
"Oct 01, 2000","269.65","274.25","269.65","269.65","-1.68%"
"Sep 24, 2000","274.25","272.05","274.25","274.25","0.77%"
"Sep 17, 2000","272.15","272.55","272.15","272.15","-0.15%"
"Sep 10, 2000","272.55","273.05","272.55","272.55","-0.18%"
"Sep 03, 2000","273.05","277.05","273.05","273.05","-1.37%"
"Aug 27, 2000","276.85","274.25","276.85","276.85","0.95%"
"Aug 20, 2000","274.25","276.70","274.25","274.25","-0.87%"
"Aug 13, 2000","276.65","275.10","276.65","276.65","0.55%"
"Aug 06, 2000","275.15","272.75","275.15","275.15","0.70%"
"Jul 30, 2000","273.25","278.15","273.25","273.25","-1.85%"
"Jul 23, 2000","278.40","280.05","278.40","278.40","-0.70%"
"Jul 16, 2000","280.35","281.15","280.35","280.35","-0.36%"
"Jul 09, 2000","281.35","283.70","281.35","281.35","-0.81%"
"Jul 02, 2000","283.65","289.75","283.65","283.65","-2.22%"
"Jun 25, 2000","290.10","283.00","290.10","290.10","2.44%"
"Jun 18, 2000","283.20","288.45","283.20","283.20","-2.09%"
"Jun 11, 2000","289.25","283.85","289.25","289.25","1.90%"
"Jun 04, 2000","283.85","280.25","283.85","283.85","0.88%"
"May 28, 2000","281.38","272.38","281.38","281.38","3.43%"
"May 21, 2000","272.05","274.10","272.05","272.05","-0.80%"
"May 14, 2000","274.25","276.45","274.25","274.25","-0.69%"
"May 07, 2000","276.15","278.90","276.15","276.15","-1.00%"
"Apr 30, 2000","278.95","273.75","278.95","278.95","1.99%"
"Apr 23, 2000","273.50","279.75","273.50","273.50","-2.32%"
"Apr 16, 2000","280.00","283.90","280.00","280.00","-1.06%"
"Apr 09, 2000","283.00","280.20","283.00","283.00","1.00%"
"Apr 02, 2000","280.20","279.00","280.20","280.20","0.45%"
"Mar 26, 2000","278.95","285.00","278.95","278.95","-2.09%"
"Mar 19, 2000","284.90","283.70","284.90","284.90","0.14%"
"Mar 12, 2000","284.50","289.00","284.50","284.50","-1.56%"
"Mar 05, 2000","289.00","289.00","289.00","289.00","0.07%"
"Feb 27, 2000","288.80","292.75","288.80","288.80","-1.30%"
"Feb 20, 2000","292.60","304.50","292.60","292.60","-4.00%"
"Feb 13, 2000","304.80","311.00","304.80","304.80","-2.06%"
"Feb 06, 2000","311.20","310.00","311.20","311.20","-1.27%"
"Jan 30, 2000","315.20","283.35","315.20","315.20","11.48%"
"Jan 23, 2000","282.75","288.75","282.75","282.75","-2.20%"
"Jan 16, 2000","289.10","284.20","289.10","289.10","1.80%"
"Jan 09, 2000","284.00","281.70","284.00","284.00","0.80%"
"Jan 02, 2000","281.75","288.25","281.75","281.75","-2.25%"
"Dec 26, 1999","288.25","288.00","288.25","288.25","0.17%"
"Dec 19, 1999","287.75","283.70","287.75","287.75","1.39%"
"Dec 12, 1999","283.80","279.50","283.80","283.80","1.70%"
"Dec 05, 1999","279.05","280.15","279.05","279.05","-0.37%"
"Nov 28, 1999","280.10","297.50","280.10","280.10","-6.01%"
"Nov 21, 1999","298.00","294.15","298.00","298.00","1.02%"
"Nov 14, 1999","295.00","292.00","295.00","295.00","1.27%"
"Nov 07, 1999","291.30","290.00","291.30","291.30","0.28%"
"Oct 31, 1999","290.50","297.50","290.50","290.50","-2.94%"
"Oct 24, 1999","299.30","302.30","299.30","299.30","-1.19%"
"Oct 17, 1999","302.90","315.50","302.90","302.90","-3.96%"
"Oct 10, 1999","315.40","320.00","315.40","315.40","-1.59%"
"Oct 03, 1999","320.50","305.00","320.50","320.50","4.98%"
"Sep 26, 1999","305.30","273.50","305.30","305.30","13.60%"
"Sep 19, 1999","268.75","255.05","268.75","268.75","5.31%"
"Sep 12, 1999","255.20","256.35","255.20","255.20","-0.53%"
"Sep 05, 1999","256.55","254.45","256.55","256.55","0.90%"
"Aug 29, 1999","254.25","253.55","254.25","254.25","0.20%"
"Aug 22, 1999","253.75","257.85","253.75","253.75","-1.42%"
"Aug 15, 1999","257.40","260.40","257.40","257.40","-1.25%"
"Aug 08, 1999","260.65","256.15","260.65","260.65","1.72%"
"Aug 01, 1999","256.25","255.95","256.25","256.25","0.12%"
"Jul 25, 1999","255.95","254.50","255.95","255.95","0.47%"
"Jul 18, 1999","254.75","254.00","254.75","254.75","0.39%"
"Jul 11, 1999","253.75","257.15","253.75","253.75","-1.28%"
"Jul 04, 1999","257.05","263.20","257.05","257.05","-2.36%"
"Jun 27, 1999","263.25","259.50","263.25","263.25","1.39%"
"Jun 20, 1999","259.65","259.15","259.65","259.65","0.04%"
"Jun 13, 1999","259.55","260.15","259.55","259.55","-0.42%"
"Jun 06, 1999","260.65","265.45","260.65","260.65","-1.77%"
"May 30, 1999","265.35","270.20","265.35","265.35","-1.81%"
"May 23, 1999","270.25","273.05","270.25","270.25","-1.01%"
"May 16, 1999","273.00","275.90","273.00","273.00","-1.07%"
"May 09, 1999","275.95","282.35","275.95","275.95","-2.40%"
"May 02, 1999","282.75","286.25","282.75","282.75","-1.36%"
"Apr 25, 1999","286.65","283.45","286.65","286.65","1.09%"
"Apr 18, 1999","283.55","283.25","283.55","283.55","-0.11%"
"Apr 11, 1999","283.85","281.55","283.85","283.85","0.82%"
"Apr 04, 1999","281.55","279.30","281.55","281.55","0.82%"
"Mar 28, 1999","279.25","279.90","279.25","279.25","-0.18%"
"Mar 21, 1999","279.75","284.45","279.75","279.75","-1.58%"
"Mar 14, 1999","284.25","292.75","284.25","284.25","-2.77%"
"Mar 07, 1999","292.35","288.10","292.35","292.35","1.46%"
"Feb 28, 1999","288.15","286.90","288.15","288.15","0.47%"
"Feb 21, 1999","286.80","287.55","286.80","286.80","-0.50%"
"Feb 14, 1999","288.25","289.40","288.25","288.25","-0.45%"
"Feb 07, 1999","289.55","288.75","289.55","289.55","0.35%"
"Jan 31, 1999","288.55","286.65","288.55","288.55","0.77%"
"Jan 24, 1999","286.35","286.45","286.35","286.35","-0.07%"
"Jan 17, 1999","286.55","286.65","286.55","286.55","-0.17%"
"Jan 10, 1999","287.05","291.50","287.05","287.05","-1.44%"
"Jan 03, 1999","291.25","288.55","291.25","291.25","1.04%"
"Dec 27, 1998","288.25","286.35","288.25","288.25","0.52%"
"Dec 20, 1998","286.75","289.65","286.75","286.75","-0.86%"
"Dec 13, 1998","289.25","291.15","289.25","289.25","-0.55%"
"Dec 06, 1998","290.85","292.15","290.85","290.85","-0.56%"
"Nov 29, 1998","292.50","296.10","292.50","292.50","-1.13%"
"Nov 22, 1998","295.85","296.05","295.85","295.85","-0.07%"
"Nov 15, 1998","296.05","295.75","296.05","296.05","0.07%"
"Nov 08, 1998","295.85","292.85","295.85","295.85","0.96%"
"Nov 01, 1998","293.05","292.75","293.05","293.05","0.17%"
"Oct 25, 1998","292.55","292.80","292.55","292.55","-0.14%"
"Oct 18, 1998","292.95","299.95","292.95","292.95","-2.33%"
"Oct 11, 1998","299.95","296.70","299.95","299.95","1.08%"
"Oct 04, 1998","296.75","300.35","296.75","296.75","-1.26%"
"Sep 27, 1998","300.55","294.25","300.55","300.55","2.18%"
"Sep 20, 1998","294.15","290.65","294.15","294.15","0.93%"
"Sep 13, 1998","291.45","292.70","291.45","291.45","-0.78%"
"Sep 06, 1998","293.75","287.05","293.75","293.75","2.41%"
"Aug 30, 1998","286.85","274.15","286.85","286.85","4.56%"
"Aug 23, 1998","274.35","284.25","274.35","274.35","-3.67%"
"Aug 16, 1998","284.80","283.80","284.80","284.80","0.26%"
"Aug 09, 1998","284.05","286.85","284.05","284.05","-0.91%"
"Aug 02, 1998","286.65","286.50","286.65","286.65","0.07%"
"Jul 26, 1998","286.45","291.50","286.45","286.45","-1.72%"
"Jul 19, 1998","291.45","294.50","291.45","291.45","-1.04%"
"Jul 12, 1998","294.50","289.85","294.50","294.50","1.25%"
"Jul 05, 1998","290.85","294.10","290.85","290.85","-1.32%"
"Jun 28, 1998","294.75","293.15","294.75","294.75","0.31%"
"Jun 21, 1998","293.85","297.00","293.85","293.85","-1.64%"
"Jun 14, 1998","298.75","285.55","298.75","298.75","4.46%"
"Jun 07, 1998","286.00","291.70","286.00","286.00","-1.94%"
"May 31, 1998","291.65","293.10","291.65","291.65","-0.44%"
"May 24, 1998","292.95","299.60","292.95","292.95","-2.30%"
"May 17, 1998","299.85","301.00","299.85","299.85","-0.46%"
"May 10, 1998","301.25","299.65","301.25","301.25","0.47%"
"May 03, 1998","299.85","302.75","299.85","299.85","-0.79%"
"Apr 26, 1998","302.25","312.45","302.25","302.25","-3.33%"
"Apr 19, 1998","312.65","306.95","312.65","312.65","1.59%"
"Apr 12, 1998","307.75","310.50","307.75","307.75","-0.97%"
"Apr 05, 1998","310.75","308.30","310.75","310.75","0.81%"
"Mar 29, 1998","308.25","302.75","308.25","308.25","1.78%"
"Mar 22, 1998","302.85","291.75","302.85","302.85","3.80%"
"Mar 15, 1998","291.75","295.50","291.75","291.75","-1.22%"
"Mar 08, 1998","295.35","294.20","295.35","295.35","0.31%"
"Mar 01, 1998","294.45","299.45","294.45","294.45","-1.57%"
"Feb 22, 1998","299.15","296.75","299.15","299.15","0.64%"
"Feb 15, 1998","297.25","299.55","297.25","297.25","-0.87%"
"Feb 08, 1998","299.85","298.05","299.85","299.85","0.57%"
"Feb 01, 1998","298.15","302.85","298.15","298.15","-1.42%"
"Jan 25, 1998","302.45","298.75","302.45","302.45","0.94%"
"Jan 18, 1998","299.62","290.68","299.62","299.62","3.26%"
"Jan 11, 1998","290.15","278.35","290.15","290.15","4.13%"
"Jan 04, 1998","278.65","287.65","278.65","278.65","-3.33%"
"Dec 28, 1997","288.25","295.25","288.25","288.25","-2.24%"
"Dec 21, 1997","294.85","289.25","294.85","294.85","2.01%"
"Dec 14, 1997","289.05","282.55","289.05","289.05","2.19%"
"Dec 07, 1997","282.85","288.15","282.85","282.85","-1.87%"
"Nov 30, 1997","288.25","297.25","288.25","288.25","-2.95%"
"Nov 23, 1997","297.00","304.80","297.00","297.00","-2.61%"
"Nov 16, 1997","304.95","303.25","304.95","304.95","0.53%"
"Nov 09, 1997","303.35","309.75","303.35","303.35","-2.22%"
"Nov 02, 1997","310.25","311.75","310.25","310.25","-0.39%"
"Oct 26, 1997","311.45","309.25","311.45","311.45","0.79%"
"Oct 19, 1997","309.00","325.25","309.00","309.00","-5.00%"
"Oct 12, 1997","325.25","329.95","325.25","325.25","-1.33%"
"Oct 05, 1997","329.65","334.55","329.65","329.65","-1.55%"
"Sep 28, 1997","334.85","326.15","334.85","334.85","2.48%"
"Sep 21, 1997","326.75","320.85","326.75","326.75","1.84%"
"Sep 14, 1997","320.85","323.60","320.85","320.85","-1.02%"
"Sep 07, 1997","324.15","322.50","324.15","324.15","0.50%"
"Aug 31, 1997","322.55","324.15","322.55","322.55","-0.49%"
"Aug 24, 1997","324.15","326.25","324.15","324.15","-0.70%"
"Aug 17, 1997","326.45","326.75","326.45","326.45","0.12%"
"Aug 10, 1997","326.05","326.50","326.05","326.05","-0.34%"
"Aug 03, 1997","327.15","324.80","327.15","327.15","0.77%"
"Jul 27, 1997","324.65","325.70","324.65","324.65","-0.41%"
"Jul 20, 1997","326.00","328.25","326.00","326.00","-0.90%"
"Jul 13, 1997","328.95","321.45","328.95","328.95","2.37%"
"Jul 06, 1997","321.35","323.25","321.35","321.35","-0.97%"
"Jun 29, 1997","324.50","335.00","324.50","324.50","-3.03%"
"Jun 22, 1997","334.65","337.35","334.65","334.65","-0.89%"
"Jun 15, 1997","337.65","341.25","337.65","337.65","-1.00%"
"Jun 08, 1997","341.05","343.75","341.05","341.05","-0.70%"
"Jun 01, 1997","343.45","344.75","343.45","343.45","-0.35%"
"May 25, 1997","344.65","342.65","344.65","344.65","0.60%"
"May 18, 1997","342.60","344.45","342.60","342.60","-0.42%"
"May 11, 1997","344.05","348.35","344.05","344.05","-1.15%"
"May 04, 1997","348.05","340.25","348.05","348.05","2.29%"
"Apr 27, 1997","340.25","342.10","340.25","340.25","-0.56%"
"Apr 20, 1997","342.15","341.50","342.15","342.15","0.21%"
"Apr 13, 1997","341.45","346.75","341.45","341.45","-1.59%"
"Apr 06, 1997","346.95","348.75","346.95","346.95","-0.52%"
"Mar 30, 1997","348.75","349.75","348.75","348.75","-0.29%"
"Mar 23, 1997","349.75","352.75","349.75","349.75","-0.88%"
"Mar 16, 1997","352.85","352.25","352.85","352.85","0.17%"
"Mar 09, 1997","352.25","348.85","352.25","352.25","1.00%"
"Mar 02, 1997","348.75","363.75","348.75","348.75","-3.99%"
"Feb 23, 1997","363.25","351.80","363.25","363.25","3.12%"
"Feb 16, 1997","352.25","345.10","352.25","352.25","2.18%"
"Feb 09, 1997","344.75","342.40","344.75","344.75","0.88%"
"Feb 02, 1997","341.75","344.65","341.75","341.75","-0.76%"
"Jan 26, 1997","344.35","352.75","344.35","344.35","-2.27%"
"Jan 19, 1997","352.35","355.45","352.35","352.35","-0.90%"
"Jan 12, 1997","355.55","358.90","355.55","355.55","-0.97%"
"Jan 05, 1997","359.05","361.75","359.05","359.05","-0.55%"
"Dec 29, 1996","361.05","369.45","361.05","361.05","-2.27%"
"Dec 22, 1996","369.45","368.75","369.45","369.45","0.19%"
"Dec 15, 1996","368.75","368.75","368.75","368.75","0.01%"
"Dec 08, 1996","368.70","369.25","368.70","368.70","-0.07%"
"Dec 01, 1996","368.95","371.25","368.95","368.95","-0.66%"
"Nov 24, 1996","371.40","376.35","371.40","371.40","-1.32%"
"Nov 17, 1996","376.35","380.35","376.35","376.35","-1.04%"
"Nov 10, 1996","380.30","379.55","380.30","380.30","0.22%"
"Nov 03, 1996","379.45","378.15","379.45","379.45","0.32%"
"Oct 27, 1996","378.25","382.75","378.25","378.25","-1.20%"
"Oct 20, 1996","382.85","380.30","382.85","382.85","0.66%"
"Oct 13, 1996","380.35","381.25","380.35","380.35","-0.24%"
"Oct 06, 1996","381.25","380.40","381.25","381.25","0.20%"
"Sep 29, 1996","380.50","380.40","380.50","380.50","-0.01%"
"Sep 22, 1996","380.55","380.95","380.55","380.55","-0.18%"
"Sep 15, 1996","381.25","382.55","381.25","381.25","-0.35%"
"Sep 08, 1996","382.60","385.15","382.60","382.60","-0.69%"
"Sep 01, 1996","385.25","386.60","385.25","385.25","-0.39%"
"Aug 25, 1996","386.75","388.55","386.75","386.75","-0.44%"
"Aug 18, 1996","388.45","386.35","388.45","388.45","0.52%"
"Aug 11, 1996","386.45","387.85","386.45","386.45","-0.31%"
"Aug 04, 1996","387.65","387.15","387.65","387.65","0.08%"
"Jul 28, 1996","387.35","385.45","387.35","387.35","0.55%"
"Jul 21, 1996","385.25","384.60","385.25","385.25","0.20%"
"Jul 14, 1996","384.50","383.50","384.50","384.50","0.27%"
"Jul 07, 1996","383.45","382.05","383.45","383.45","0.45%"
"Jun 30, 1996","381.75","380.20","381.75","381.75","0.34%"
"Jun 23, 1996","380.45","384.90","380.45","380.45","-1.19%"
"Jun 16, 1996","385.05","384.75","385.05","385.05","0.04%"
"Jun 09, 1996","384.90","386.60","384.90","384.90","-0.10%"
"Jun 02, 1996","385.30","391.25","385.30","385.30","-1.46%"
"May 26, 1996","391.00","390.80","391.00","391.00","0.03%"
"May 19, 1996","390.90","392.05","390.90","390.90","-0.42%"
"May 12, 1996","392.55","390.25","392.55","392.55","0.49%"
"May 05, 1996","390.65","392.65","390.65","390.65","-0.46%"
"Apr 28, 1996","392.45","390.45","392.45","392.45","0.53%"
"Apr 21, 1996","390.40","390.20","390.40","390.40","-0.05%"
"Apr 14, 1996","390.60","394.55","390.60","390.60","-1.00%"
"Apr 07, 1996","394.55","394.90","394.55","394.55","-0.05%"
"Mar 31, 1996","394.75","395.30","394.75","394.75","-0.18%"
"Mar 24, 1996","395.45","398.15","395.45","395.45","-0.73%"
"Mar 17, 1996","398.35","396.25","398.35","398.35","0.54%"
"Mar 10, 1996","396.20","397.50","396.20","396.20","-0.23%"
"Mar 03, 1996","397.10","398.90","397.10","397.10","-0.41%"
"Feb 25, 1996","398.75","398.05","398.75","398.75","0.13%"
"Feb 18, 1996","398.25","405.65","398.25","398.25","-1.78%"
"Feb 11, 1996","405.45","405.40","405.45","405.45","0.00%"
"Feb 04, 1996","405.45","415.55","405.45","405.45","-2.38%"
"Jan 28, 1996","415.35","405.90","415.35","415.35","2.34%"
"Jan 21, 1996","405.85","399.30","405.85","405.85","1.61%"
"Jan 14, 1996","399.40","396.65","399.40","399.40","0.81%"
"Jan 07, 1996","396.20","395.70","396.20","396.20","0.18%"
"Dec 31, 1995","395.50","387.10","395.50","395.50","2.17%"
"Dec 24, 1995","387.10","387.25","387.10","387.10","-0.04%"
"Dec 17, 1995","387.25","386.50","387.25","387.25","0.26%"
"Dec 10, 1995","386.25","389.80","386.25","386.25","-0.89%"
"Dec 03, 1995","389.70","386.60","389.70","389.70","0.91%"
"Nov 26, 1995","386.20","383.45","386.20","386.20","0.66%"
"Nov 19, 1995","383.65","386.85","383.65","383.65","-0.85%"
"Nov 12, 1995","386.95","388.95","386.95","386.95","-0.59%"
"Nov 05, 1995","389.24","382.65","389.24","389.24","1.80%"
"Oct 29, 1995","382.35","382.20","382.35","382.35","0.01%"
"Oct 22, 1995","382.30","382.25","382.30","382.30","-0.01%"
"Oct 15, 1995","382.35","384.25","382.35","382.35","-0.46%"
"Oct 08, 1995","384.10","383.50","384.10","384.10","0.17%"
"Oct 01, 1995","383.45","383.30","383.45","383.45","-0.04%"
"Sep 24, 1995","383.60","382.85","383.60","383.60","0.22%"
"Sep 17, 1995","382.75","385.15","382.75","382.75","-0.62%"
"Sep 10, 1995","385.15","381.75","385.15","385.15","0.92%"
"Sep 03, 1995","381.65","380.70","381.65","381.65","0.21%"
"Aug 27, 1995","380.85","383.15","380.85","380.85","-0.57%"
"Aug 20, 1995","383.05","385.00","383.05","383.05","-0.48%"
"Aug 13, 1995","384.90","383.65","384.90","384.90","0.34%"
"Aug 06, 1995","383.60","383.45","383.60","383.60","-0.04%"
"Jul 30, 1995","383.75","383.25","383.75","383.75","0.13%"
"Jul 23, 1995","383.25","386.35","383.25","383.25","-0.80%"
"Jul 16, 1995","386.35","388.65","386.35","386.35","-0.63%"
"Jul 09, 1995","388.80","385.80","388.80","388.80","0.80%"
"Jul 02, 1995","385.70","384.65","385.70","385.70","0.34%"
"Jun 25, 1995","384.40","390.05","384.40","384.40","-1.41%"
"Jun 18, 1995","389.90","390.10","389.90","389.90","0.01%"
"Jun 11, 1995","389.85","388.00","389.85","389.85","0.49%"
"Jun 04, 1995","387.95","383.60","387.95","387.95","1.15%"
"May 28, 1995","383.55","385.75","383.55","383.55","-0.57%"
"May 21, 1995","385.75","382.30","385.75","385.75","0.92%"
"May 14, 1995","382.25","383.55","382.25","382.25","-0.33%"
"May 07, 1995","383.50","390.20","383.50","383.50","-1.93%"
"Apr 30, 1995","391.05","386.55","391.05","391.05","1.11%"
"Apr 23, 1995","386.75","390.85","386.75","386.75","-0.85%"
"Apr 16, 1995","390.05","390.95","390.05","390.05","-0.37%"
"Apr 09, 1995","391.50","392.50","391.50","391.50","-0.29%"
"Apr 02, 1995","392.65","391.25","392.65","392.65","0.49%"
"Mar 26, 1995","390.75","382.40","390.75","390.75","2.30%"
"Mar 19, 1995","381.95","383.65","381.95","381.95","-0.38%"
"Mar 12, 1995","383.40","382.60","383.40","383.40","0.41%"
"Mar 05, 1995","381.85","376.85","381.85","381.85","1.38%"
"Feb 26, 1995","376.65","377.00","376.65","376.65","0.01%"
"Feb 19, 1995","376.60","378.90","376.60","376.60","-0.49%"
"Feb 12, 1995","378.45","376.25","378.45","378.45","0.65%"
"Feb 05, 1995","376.00","375.65","376.00","376.00","0.01%"
