"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 29, 1995","375.95","376.95","375.95","375.95","-0.28%"
"Jan 22, 1995","377.00","385.45","377.00","377.00","-2.07%"
"Jan 15, 1995","384.95","379.15","384.95","384.95","1.68%"
"Jan 08, 1995","378.60","371.60","378.60","378.60","1.79%"
"Jan 01, 1995","371.95","383.15","371.95","371.95","-2.85%"
"Dec 25, 1994","382.85","380.75","382.85","382.85","0.66%"
"Dec 18, 1994","380.35","378.75","380.35","380.35","0.29%"
"Dec 11, 1994","379.25","377.45","379.25","379.25","0.50%"
"Dec 04, 1994","377.35","376.95","377.35","377.35","0.15%"
"Nov 27, 1994","376.80","385.25","376.80","376.80","-2.14%"
"Nov 20, 1994","385.05","384.25","385.05","385.05","0.18%"
"Nov 13, 1994","384.35","385.10","384.35","384.35","-0.23%"
"Nov 06, 1994","385.25","383.75","385.25","385.25","0.44%"
"Oct 30, 1994","383.55","386.85","383.55","383.55","-0.93%"
"Oct 23, 1994","387.15","390.75","387.15","387.15","-0.95%"
"Oct 16, 1994","390.85","388.15","390.85","390.85","0.83%"
"Oct 09, 1994","387.65","391.45","387.65","387.65","-0.92%"
"Oct 02, 1994","391.25","395.00","391.25","391.25","-0.91%"
"Sep 25, 1994","394.85","396.25","394.85","394.85","-0.28%"
"Sep 18, 1994","395.95","389.65","395.95","395.95","1.56%"
"Sep 11, 1994","389.85","392.05","389.85","389.85","-0.55%"
"Sep 04, 1994","392.00","387.25","392.00","392.00","1.25%"
"Aug 28, 1994","387.15","383.25","387.15","387.15","0.94%"
"Aug 21, 1994","383.55","381.75","383.55","383.55","0.37%"
"Aug 14, 1994","382.15","377.00","382.15","382.15","1.42%"
"Aug 07, 1994","376.80","378.20","376.80","376.80","-0.30%"
"Jul 31, 1994","377.95","384.50","377.95","377.95","-1.43%"
"Jul 24, 1994","383.45","385.20","383.45","383.45","-0.42%"
"Jul 17, 1994","385.05","386.10","385.05","385.05","-0.26%"
"Jul 10, 1994","386.05","384.95","386.05","386.05","0.40%"
"Jul 03, 1994","384.50","387.05","384.50","384.50","-0.63%"
"Jun 26, 1994","386.95","391.25","386.95","386.95","-1.02%"
"Jun 19, 1994","390.95","391.25","390.95","390.95","-0.20%"
"Jun 12, 1994","391.75","383.65","391.75","391.75","2.14%"
"Jun 05, 1994","383.55","380.75","383.55","383.55","0.74%"
"May 29, 1994","380.75","384.70","380.75","380.75","-1.04%"
"May 22, 1994","384.75","385.25","384.75","384.75","-0.25%"
"May 15, 1994","385.70","380.95","385.70","385.70","1.30%"
"May 08, 1994","380.75","382.50","380.75","380.75","-0.73%"
"May 01, 1994","383.55","376.85","383.55","383.55","1.75%"
"Apr 24, 1994","376.95","371.25","376.95","376.95","1.59%"
"Apr 17, 1994","371.05","377.90","371.05","371.05","-1.84%"
"Apr 10, 1994","378.00","384.50","378.00","378.00","-1.63%"
"Apr 03, 1994","384.25","391.00","384.25","384.25","-1.32%"
"Mar 27, 1994","389.40","391.15","389.40","389.40","-0.37%"
"Mar 20, 1994","390.85","386.75","390.85","390.85","0.98%"
"Mar 13, 1994","387.05","385.50","387.05","387.05","0.51%"
"Mar 06, 1994","385.10","377.25","385.10","385.10","2.16%"
"Feb 27, 1994","376.95","378.50","376.95","376.95","-0.42%"
"Feb 20, 1994","378.55","380.25","378.55","378.55","-0.38%"
"Feb 13, 1994","380.00","379.50","380.00","380.00","-0.08%"
"Feb 06, 1994","380.30","387.40","380.30","380.30","-1.69%"
"Jan 30, 1994","386.85","378.00","386.85","386.85","2.60%"
"Jan 23, 1994","377.05","380.00","377.05","377.05","-1.13%"
"Jan 16, 1994","381.35","389.75","381.35","381.35","-2.10%"
"Jan 09, 1994","389.55","386.00","389.55","389.55","0.79%"
"Jan 02, 1994","386.50","390.75","386.50","386.50","-1.09%"
"Dec 26, 1993","390.75","386.40","390.75","390.75","1.03%"
"Dec 19, 1993","386.75","387.40","386.75","386.75","-0.13%"
"Dec 12, 1993","387.25","383.45","387.25","387.25","1.07%"
"Dec 05, 1993","383.15","376.55","383.15","383.15","1.70%"
"Nov 28, 1993","376.75","377.05","376.75","376.75","-0.07%"
"Nov 21, 1993","377.00","377.85","377.00","377.00","-0.36%"
"Nov 14, 1993","378.35","373.50","378.35","378.35","1.37%"
"Nov 07, 1993","373.25","376.55","373.25","373.25","-0.99%"
"Oct 31, 1993","377.00","369.00","377.00","377.00","2.21%"
"Oct 24, 1993","368.85","370.50","368.85","368.85","-0.43%"
"Oct 17, 1993","370.45","364.65","370.45","370.45","1.59%"
"Oct 10, 1993","364.65","359.70","364.65","364.65","1.36%"
"Oct 03, 1993","359.75","356.00","359.75","359.75","1.27%"
"Sep 26, 1993","355.25","356.75","355.25","355.25","-0.66%"
"Sep 19, 1993","357.60","350.70","357.60","357.60","1.94%"
"Sep 12, 1993","350.80","350.25","350.80","350.80","0.19%"
"Sep 05, 1993","350.15","364.50","350.15","350.15","-3.98%"
"Aug 29, 1993","364.65","369.25","364.65","364.65","-1.31%"
"Aug 22, 1993","369.50","373.00","369.50","369.50","-1.14%"
"Aug 15, 1993","373.75","368.25","373.75","373.75","1.08%"
"Aug 08, 1993","369.75","376.25","369.75","369.75","-1.92%"
"Aug 01, 1993","377.00","405.75","377.00","377.00","-7.38%"
"Jul 25, 1993","407.05","390.10","407.05","407.05","4.30%"
"Jul 18, 1993","390.25","392.55","390.25","390.25","-0.56%"
"Jul 11, 1993","392.45","390.75","392.45","392.45","0.24%"
"Jul 04, 1993","391.50","386.75","391.50","391.50","1.50%"
"Jun 27, 1993","385.70","378.20","385.70","385.70","2.31%"
"Jun 20, 1993","377.00","370.50","377.00","377.00","1.55%"
"Jun 13, 1993","371.25","367.00","371.25","371.25","1.36%"
"Jun 06, 1993","366.27","375.62","366.27","366.27","-2.73%"
"May 30, 1993","376.55","379.00","376.55","376.55","-0.22%"
"May 23, 1993","377.38","379.88","377.38","377.38","-0.06%"
"May 16, 1993","377.60","367.50","377.60","377.60","2.68%"
"May 09, 1993","367.75","356.00","367.75","367.75","3.27%"
"May 02, 1993","356.12","356.12","356.12","356.12","0.15%"
"Apr 25, 1993","355.60","345.45","355.60","355.60","2.74%"
"Apr 18, 1993","346.12","338.68","346.12","346.12","2.21%"
"Apr 11, 1993","338.65","337.75","338.65","338.65","0.30%"
"Apr 04, 1993","337.65","341.00","337.65","337.65","-0.79%"
"Mar 28, 1993","340.35","332.75","340.35","340.35","2.41%"
"Mar 21, 1993","332.35","331.75","332.35","332.35","0.17%"
"Mar 14, 1993","331.80","327.85","331.80","331.80","1.16%"
"Mar 07, 1993","328.00","329.70","328.00","328.00","-0.53%"
"Feb 28, 1993","329.75","328.45","329.75","329.75","0.40%"
"Feb 21, 1993","328.45","330.00","328.45","328.45","-0.48%"
"Feb 14, 1993","330.05","329.00","330.05","330.05","0.33%"
"Feb 07, 1993","328.95","328.00","328.95","328.95","0.30%"
"Jan 31, 1993","327.95","329.85","327.95","327.95","-0.58%"
"Jan 24, 1993","329.85","328.65","329.85","329.85","0.33%"
"Jan 17, 1993","328.75","328.05","328.75","328.75","0.32%"
"Jan 10, 1993","327.70","329.05","327.70","327.70","-0.53%"
"Jan 03, 1993","329.45","333.00","329.45","329.45","-1.11%"
"Dec 27, 1992","333.15","333.40","333.15","333.15","-0.25%"
"Dec 20, 1992","334.00","337.20","334.00","334.00","-0.95%"
"Dec 13, 1992","337.20","335.20","337.20","337.20","0.58%"
"Dec 06, 1992","335.25","335.55","335.25","335.25","-0.21%"
"Nov 29, 1992","335.96","334.66","335.96","335.96","0.36%"
"Nov 22, 1992","334.75","335.90","334.75","334.75","-0.21%"
"Nov 15, 1992","335.45","336.15","335.45","335.45","-0.15%"
"Nov 08, 1992","335.95","336.00","335.95","335.95","0.04%"
"Nov 01, 1992","335.80","339.60","335.80","335.80","-1.15%"
"Oct 25, 1992","339.70","343.55","339.70","339.70","-1.06%"
"Oct 18, 1992","343.35","342.75","343.35","343.35","0.32%"
"Oct 11, 1992","342.25","350.95","342.25","342.25","-2.37%"
"Oct 04, 1992","350.55","349.00","350.55","350.55","0.57%"
"Sep 27, 1992","348.55","349.65","348.55","348.55","-0.21%"
"Sep 20, 1992","349.30","350.20","349.30","349.30","-0.56%"
"Sep 13, 1992","351.25","339.25","351.25","351.25","3.01%"
"Sep 06, 1992","341.00","342.05","341.00","341.00","-0.15%"
"Aug 30, 1992","341.50","340.10","341.50","341.50","0.53%"
"Aug 23, 1992","339.70","338.15","339.70","339.70","0.61%"
"Aug 16, 1992","337.65","336.10","337.65","337.65","0.63%"
"Aug 09, 1992","335.55","350.85","335.55","335.55","-4.29%"
"Aug 02, 1992","350.60","358.20","350.60","350.60","-2.03%"
"Jul 26, 1992","357.85","358.75","357.85","357.85","-0.46%"
"Jul 19, 1992","359.50","357.95","359.50","359.50","0.64%"
"Jul 12, 1992","357.20","348.50","357.20","357.20","2.57%"
"Jul 05, 1992","348.25","346.15","348.25","348.25","0.58%"
"Jun 28, 1992","346.25","342.50","346.25","346.25","1.08%"
"Jun 21, 1992","342.55","341.35","342.55","342.55","0.47%"
"Jun 14, 1992","340.95","342.55","340.95","340.95","-0.53%"
"Jun 07, 1992","342.75","338.80","342.75","342.75","1.18%"
"May 31, 1992","338.75","336.75","338.75","338.75","0.65%"
"May 24, 1992","336.55","337.95","336.55","336.55","-0.38%"
"May 17, 1992","337.85","338.55","337.85","337.85","-0.24%"
"May 10, 1992","338.65","337.15","338.65","338.65","0.89%"
"May 03, 1992","335.65","338.50","335.65","335.65","-0.86%"
"Apr 26, 1992","338.55","337.10","338.55","338.55","0.61%"
"Apr 19, 1992","336.50","338.10","336.50","336.50","-0.44%"
"Apr 12, 1992","338.00","343.00","338.00","338.00","-0.89%"
"Apr 05, 1992","341.05","341.10","341.05","341.05","0.04%"
"Mar 29, 1992","340.90","343.95","340.90","340.90","-0.45%"
"Mar 22, 1992","342.45","339.25","342.45","342.45","1.18%"
"Mar 15, 1992","338.45","348.10","338.45","338.45","-2.45%"
"Mar 08, 1992","346.95","349.70","346.95","346.95","-0.73%"
"Mar 01, 1992","349.50","353.55","349.50","349.50","-1.02%"
"Feb 23, 1992","353.10","351.80","353.10","353.10","0.53%"
"Feb 16, 1992","351.25","354.75","351.25","351.25","-0.59%"
"Feb 09, 1992","353.35","356.35","353.35","353.35","-0.39%"
"Feb 02, 1992","354.75","357.85","354.75","354.75","-0.63%"
"Jan 26, 1992","357.00","357.25","357.00","357.00","0.63%"
"Jan 19, 1992","354.75","361.05","354.75","354.75","0.18%"
"Jan 12, 1992","354.10","356.80","354.10","354.10","-0.63%"
"Jan 05, 1992","356.35","351.45","356.35","356.35","1.60%"
"Dec 29, 1991","350.75","354.90","350.75","350.75","-0.92%"
"Dec 22, 1991","354.00","361.25","354.00","354.00","-1.31%"
"Dec 15, 1991","358.70","360.60","358.70","358.70","-0.14%"
"Dec 08, 1991","359.20","372.00","359.20","359.20","-2.64%"
"Dec 01, 1991","368.95","369.15","368.95","368.95","0.29%"
"Nov 24, 1991","367.90","369.80","367.90","367.90","-0.28%"
"Nov 17, 1991","368.95","361.95","368.95","368.95","2.70%"
"Nov 10, 1991","359.25","355.45","359.25","359.25","1.48%"
"Nov 03, 1991","354.00","356.90","354.00","354.00","-0.38%"
"Oct 27, 1991","355.35","360.45","355.35","355.35","-1.43%"
"Oct 20, 1991","360.50","364.85","360.50","360.50","-0.43%"
"Oct 13, 1991","362.05","361.25","362.05","362.05","0.71%"
"Oct 06, 1991","359.50","360.40","359.50","359.50","0.18%"
"Sep 29, 1991","358.85","356.25","358.85","358.85","2.75%"
"Sep 22, 1991","349.25","351.00","349.25","349.25","0.20%"
"Sep 15, 1991","348.55","346.35","348.55","348.55","1.19%"
"Sep 08, 1991","344.45","352.45","344.45","344.45","-1.35%"
"Sep 01, 1991","349.15","348.90","349.15","349.15","0.17%"
"Aug 25, 1991","348.55","355.75","348.55","348.55","-1.50%"
"Aug 18, 1991","353.85","362.30","353.85","353.85","-1.16%"
"Aug 11, 1991","358.00","358.95","358.00","358.00","-0.21%"
"Aug 04, 1991","358.75","357.35","358.75","358.75","0.67%"
"Jul 28, 1991","356.35","366.85","356.35","356.35","-2.70%"
"Jul 21, 1991","366.25","371.34","366.25","366.25","-1.17%"
"Jul 14, 1991","370.60","369.80","370.60","370.60","0.57%"
"Jul 07, 1991","368.50","371.90","368.50","368.50","-0.47%"
"Jun 30, 1991","370.25","370.45","370.25","370.25","0.54%"
"Jun 23, 1991","368.25","366.25","368.25","368.25","0.35%"
"Jun 16, 1991","366.95","368.25","366.95","366.95","0.12%"
"Jun 09, 1991","366.50","373.97","366.50","366.50","0.07%"
"Jun 02, 1991","366.25","364.25","366.25","366.25","1.31%"
"May 26, 1991","361.50","357.50","361.50","361.50","1.47%"
"May 19, 1991","356.25","357.55","356.25","356.25","0.42%"
"May 12, 1991","354.75","360.08","354.75","354.75","-0.59%"
"May 05, 1991","356.85","355.65","356.85","356.85","0.85%"
"Apr 28, 1991","353.85","354.35","353.85","353.85","0.00%"
"Apr 21, 1991","353.85","357.95","353.85","353.85","-0.79%"
"Apr 14, 1991","356.65","362.25","356.65","356.65","-0.92%"
"Apr 07, 1991","359.95","361.75","359.95","359.95","0.25%"
"Mar 31, 1991","359.05","359.25","359.05","359.05","0.97%"
"Mar 24, 1991","355.60","363.05","355.60","355.60","-1.92%"
"Mar 17, 1991","362.55","366.55","362.55","362.55","-0.52%"
"Mar 10, 1991","364.45","370.35","364.45","364.45","-1.23%"
"Mar 03, 1991","369.00","368.25","369.00","369.00","0.59%"
"Feb 24, 1991","366.85","359.55","366.85","366.85","2.76%"
"Feb 17, 1991","357.00","365.00","357.00","357.00","-1.86%"
"Feb 10, 1991","363.75","369.60","363.75","363.75","-1.57%"
"Feb 03, 1991","369.55","371.15","369.55","369.55","1.09%"
"Jan 27, 1991","365.55","378.35","365.55","365.55","-2.74%"
"Jan 20, 1991","375.85","380.35","375.85","375.85","0.47%"
"Jan 13, 1991","374.10","401.20","374.10","374.10","-4.44%"
"Jan 06, 1991","391.50","394.55","391.50","391.50","1.61%"
"Dec 30, 1990","385.30","393.75","385.30","385.30","-1.96%"
"Dec 23, 1990","393.00","384.75","393.00","393.00","3.03%"
"Dec 16, 1990","381.45","377.95","381.45","381.45","1.44%"
"Dec 09, 1990","376.05","375.45","376.05","376.05","1.76%"
"Dec 02, 1990","369.55","382.65","369.55","369.55","-3.32%"
"Nov 25, 1990","382.25","388.45","382.25","382.25","-0.49%"
"Nov 18, 1990","384.15","383.40","384.15","384.15","1.32%"
"Nov 11, 1990","379.15","385.05","379.15","379.15","-1.43%"
"Nov 04, 1990","384.65","388.05","384.65","384.65","2.16%"
"Oct 28, 1990","376.50","374.55","376.50","376.50","1.41%"
"Oct 21, 1990","371.25","375.35","371.25","371.25","-0.46%"
"Oct 14, 1990","372.95","388.25","372.95","372.95","-3.94%"
"Oct 07, 1990","388.25","396.85","388.25","388.25","-1.52%"
"Sep 30, 1990","394.25","404.25","394.25","394.25","-2.21%"
"Sep 23, 1990","403.15","403.95","403.15","403.15","3.57%"
"Sep 16, 1990","389.25","391.05","389.25","389.25","1.01%"
"Sep 09, 1990","385.35","388.75","385.35","385.35","-1.20%"
"Sep 02, 1990","390.05","389.05","390.05","390.05","1.84%"
"Aug 26, 1990","383.00","414.00","383.00","383.00","-7.03%"
"Aug 19, 1990","411.95","414.25","411.95","411.95","0.60%"
"Aug 12, 1990","409.48","406.38","409.48","409.48","3.21%"
"Aug 05, 1990","396.75","385.25","396.75","396.75","5.03%"
"Jul 29, 1990","377.75","369.15","377.75","377.75","2.79%"
"Jul 22, 1990","367.50","370.55","367.50","367.50","1.76%"
"Jul 15, 1990","361.15","363.85","361.15","361.15","-0.85%"
"Jul 08, 1990","364.25","361.25","364.25","364.25","1.07%"
"Jul 01, 1990","360.40","359.20","360.40","360.40","0.94%"
"Jun 24, 1990","357.05","354.25","357.05","357.05","2.09%"
"Jun 17, 1990","349.75","350.05","349.75","349.75","1.22%"
"Jun 10, 1990","345.55","355.75","345.55","345.55","-2.73%"
"Jun 03, 1990","355.25","359.60","355.25","355.25","-1.04%"
"May 27, 1990","359.00","368.00","359.00","359.00","-2.41%"
"May 20, 1990","367.85","374.50","367.85","367.85","-1.45%"
"May 13, 1990","373.25","370.75","373.25","373.25","1.17%"
"May 06, 1990","368.95","372.75","368.95","368.95","-0.65%"
"Apr 29, 1990","371.35","371.75","371.35","371.35","-0.04%"
"Apr 22, 1990","371.50","379.85","371.50","371.50","-1.26%"
"Apr 15, 1990","376.25","375.95","376.25","376.25","0.11%"
"Apr 08, 1990","375.85","382.10","375.85","375.85","-1.29%"
"Apr 01, 1990","380.75","370.55","380.75","380.75","2.78%"
"Mar 25, 1990","370.45","389.35","370.45","370.45","-4.81%"
"Mar 18, 1990","389.15","403.15","389.15","389.15","-2.70%"
"Mar 11, 1990","399.95","402.05","399.95","399.95","-0.02%"
"Mar 04, 1990","400.05","405.45","400.05","400.05","-0.86%"
"Feb 25, 1990","403.50","415.10","403.50","403.50","-2.81%"
"Feb 18, 1990","415.15","418.05","415.15","415.15","-0.56%"
"Feb 11, 1990","417.50","420.45","417.50","417.50","0.36%"
"Feb 04, 1990","416.00","424.75","416.00","416.00","-0.56%"
"Jan 28, 1990","418.35","422.75","418.35","418.35","-0.45%"
"Jan 21, 1990","420.25","410.95","420.25","420.25","2.46%"
"Jan 14, 1990","410.15","418.40","410.15","410.15","-1.26%"
"Jan 07, 1990","415.38","405.88","415.38","415.38","2.22%"
"Dec 31, 1989","406.35","403.85","406.35","406.35","0.82%"
"Dec 24, 1989","403.05","414.45","403.05","403.05","-2.68%"
"Dec 17, 1989","414.15","414.85","414.15","414.15","0.19%"
"Dec 10, 1989","413.35","419.05","413.35","413.35","0.27%"
"Dec 03, 1989","412.25","414.10","412.25","412.25","-0.36%"
"Nov 26, 1989","413.75","421.25","413.75","413.75","-1.26%"
"Nov 19, 1989","419.05","399.05","419.05","419.05","6.20%"
"Nov 12, 1989","394.60","395.00","394.60","394.60","2.24%"
"Nov 05, 1989","385.95","381.25","385.95","385.95","2.14%"
"Oct 29, 1989","377.85","379.25","377.85","377.85","0.09%"
"Oct 22, 1989","377.50","366.88","377.50","377.50","2.95%"
"Oct 15, 1989","366.69","369.31","366.69","366.69","1.08%"
"Oct 08, 1989","362.78","363.93","362.78","362.78","-0.07%"
"Oct 01, 1989","363.02","366.71","363.02","363.02","-0.85%"
"Sep 24, 1989","366.14","368.88","366.14","366.14","0.54%"
"Sep 17, 1989","364.16","361.38","364.16","364.16","0.50%"
"Sep 10, 1989","362.34","359.72","362.34","362.34","1.13%"
"Sep 03, 1989","358.29","359.00","358.29","358.29","-0.20%"
"Aug 27, 1989","359.00","360.19","359.00","359.00","0.00%"
"Aug 20, 1989","359.00","366.78","359.00","359.00","-1.87%"
"Aug 13, 1989","365.83","365.83","365.83","365.83","0.70%"
"Aug 06, 1989","363.29","368.21","363.29","363.29","-1.10%"
"Jul 30, 1989","367.33","370.07","367.33","367.33","0.28%"
"Jul 23, 1989","366.30","373.76","366.30","366.30","-1.45%"
"Jul 16, 1989","371.70","372.17","371.70","371.70","0.44%"
"Jul 09, 1989","370.07","383.87","370.07","370.07","-3.01%"
"Jul 02, 1989","381.57","377.37","381.57","381.57","2.18%"
"Jun 25, 1989","373.44","376.65","373.44","373.44","-0.94%"
"Jun 18, 1989","376.97","366.86","376.97","376.97","3.47%"
"Jun 11, 1989","364.32","361.86","364.32","364.32","2.06%"
"Jun 04, 1989","356.98","368.96","356.98","356.98","-2.78%"
"May 28, 1989","367.18","363.25","367.18","367.18","0.88%"
"May 21, 1989","363.96","363.37","363.96","363.96","-0.11%"
"May 14, 1989","364.37","376.19","364.37","364.37","-3.08%"
"May 07, 1989","375.96","378.96","375.96","375.96","-0.27%"
"Apr 30, 1989","376.96","378.37","376.96","376.96","-0.20%"
"Apr 23, 1989","377.72","387.43","377.72","377.72","-1.63%"
"Apr 16, 1989","383.96","385.66","383.96","383.96","-0.20%"
"Apr 09, 1989","384.72","386.31","384.72","384.72","0.54%"
"Apr 02, 1989","382.66","386.07","382.66","382.66","-0.52%"
"Mar 26, 1989","384.66","391.90","384.66","384.66","-1.74%"
"Mar 19, 1989","391.49","396.43","391.49","391.49","-0.22%"
"Mar 12, 1989","392.37","394.01","392.37","392.37","-0.27%"
"Mar 05, 1989","393.43","389.55","393.43","393.43","1.89%"
"Feb 26, 1989","386.13","391.84","386.13","386.13","-0.73%"
"Feb 19, 1989","388.96","382.43","388.96","388.96","2.38%"
"Feb 12, 1989","379.90","387.25","379.90","379.90","-1.76%"
"Feb 05, 1989","386.72","392.25","386.72","386.72","-1.13%"
"Jan 29, 1989","391.13","396.01","391.13","391.13","-0.92%"
"Jan 22, 1989","394.78","408.49","394.78","394.78","-3.16%"
"Jan 15, 1989","407.66","402.04","407.66","407.66","1.47%"
"Jan 08, 1989","401.77","406.52","401.77","401.77","-0.87%"
"Jan 01, 1989","405.30","413.93","405.30","405.30","-1.00%"
"Dec 25, 1988","409.39","418.95","409.39","409.39","-2.04%"
"Dec 18, 1988","417.90","414.81","417.90","417.90","1.27%"
"Dec 11, 1988","412.65","421.83","412.65","412.65","-2.29%"
"Dec 04, 1988","422.33","430.84","422.33","422.33","-1.86%"
"Nov 27, 1988","430.34","424.98","430.34","430.34","1.47%"
"Nov 20, 1988","424.10","417.90","424.10","424.10","1.75%"
"Nov 13, 1988","416.80","424.43","416.80","416.80","-0.96%"
"Nov 06, 1988","420.83","422.93","420.83","420.83","-0.05%"
"Oct 30, 1988","421.06","413.70","421.06","421.06","2.16%"
"Oct 23, 1988","412.16","407.13","412.16","412.16","1.02%"
"Oct 16, 1988","408.01","413.81","408.01","408.01","-0.19%"
"Oct 09, 1988","408.79","409.67","408.79","408.79","1.50%"
"Oct 02, 1988","402.76","399.12","402.76","402.76","2.22%"
"Sep 25, 1988","394.03","395.63","394.03","394.03","0.24%"
"Sep 18, 1988","393.09","410.94","393.09","393.09","-4.49%"
"Sep 11, 1988","411.55","422.94","411.55","411.55","-2.38%"
"Sep 04, 1988","421.58","428.83","421.58","421.58","-1.80%"
"Aug 28, 1988","429.29","432.46","429.29","429.29","-0.55%"
"Aug 21, 1988","431.68","434.34","431.68","431.68","0.12%"
"Aug 14, 1988","431.16","433.04","431.16","431.16","0.06%"
"Aug 07, 1988","430.90","433.17","430.90","430.90","-0.18%"
"Jul 31, 1988","431.68","437.44","431.68","431.68","-0.92%"
"Jul 24, 1988","435.70","443.79","435.70","435.70","-1.43%"
"Jul 17, 1988","442.04","438.67","442.04","442.04","0.49%"
"Jul 10, 1988","439.90","439.71","439.90","439.90","0.34%"
"Jul 03, 1988","438.42","440.03","438.42","438.42","0.31%"
"Jun 26, 1988","437.06","444.05","437.06","437.06","-1.33%"
"Jun 19, 1988","442.95","455.44","442.95","442.95","-2.45%"
"Jun 12, 1988","454.08","451.17","454.08","454.08","1.17%"
"Jun 05, 1988","448.84","465.09","448.84","448.84","-3.30%"
"May 29, 1988","464.18","453.82","464.18","464.18","3.08%"
"May 22, 1988","450.33","460.95","450.33","450.33","-1.26%"
"May 15, 1988","456.09","456.09","456.09","456.09","1.10%"
"May 08, 1988","451.12","446.99","451.12","451.12","1.87%"
"May 01, 1988","442.86","450.73","442.86","442.86","-1.58%"
"Apr 24, 1988","449.95","450.11","449.95","449.95","0.14%"
"Apr 17, 1988","449.33","460.24","449.33","449.33","-1.20%"
"Apr 10, 1988","454.79","452.06","454.79","454.79","1.04%"
"Apr 03, 1988","450.11","458.68","450.11","450.11","-0.82%"
"Mar 27, 1988","453.85","455.41","453.85","453.85","0.34%"
"Mar 20, 1988","452.29","451.90","452.29","452.29","1.81%"
"Mar 13, 1988","444.26","442.31","444.26","444.26","0.71%"
"Mar 06, 1988","441.14","437.40","441.14","441.14","0.86%"
"Feb 28, 1988","437.40","431.01","437.40","437.40","1.85%"
"Feb 21, 1988","429.45","446.83","429.45","429.45","-3.50%"
"Feb 14, 1988","445.04","446.21","445.04","445.04","-0.09%"
"Feb 07, 1988","445.43","444.26","445.43","445.43","1.15%"
"Jan 31, 1988","440.36","455.80","440.36","440.36","-3.01%"
"Jan 24, 1988","454.01","477.63","454.01","454.01","-4.91%"
"Jan 17, 1988","477.47","476.46","477.47","477.47","0.74%"
"Jan 10, 1988","473.96","485.67","473.96","473.96","-2.06%"
"Jan 03, 1988","483.95","488.92","483.95","483.95","-0.39%"
"Dec 27, 1987","485.85","491.38","485.85","485.85","0.00%"
"Dec 20, 1987","485.85","480.58","485.85","485.85","1.23%"
"Dec 13, 1987","479.96","498.25","479.96","479.96","-3.37%"
"Dec 06, 1987","496.71","482.73","496.71","496.71","2.78%"
"Nov 29, 1987","483.28","496.10","483.28","483.28","-0.25%"
"Nov 22, 1987","484.50","476.59","484.50","484.50","3.27%"
"Nov 15, 1987","469.17","462.97","469.17","469.17","1.03%"
"Nov 08, 1987","464.38","464.62","464.38","464.38","0.92%"
"Nov 01, 1987","460.14","471.00","460.14","460.14","-1.82%"
"Oct 25, 1987","468.67","477.14","468.67","468.67","-0.95%"
"Oct 18, 1987","473.15","489.96","473.15","473.15","1.27%"
"Oct 11, 1987","467.20","461.86","467.20","467.20","1.26%"
"Oct 04, 1987","461.37","457.02","461.37","461.37","1.43%"
"Sep 27, 1987","454.87","462.11","454.87","454.87","-1.07%"
"Sep 20, 1987","459.78","460.94","459.78","459.78","-0.25%"
"Sep 13, 1987","460.94","457.51","460.94","460.94","0.53%"
"Sep 06, 1987","458.49","464.06","458.49","458.49","-0.91%"
"Aug 30, 1987","462.68","456.48","462.68","462.68","2.17%"
"Aug 23, 1987","452.86","460.96","452.86","452.86","-0.46%"
"Aug 16, 1987","454.97","455.69","454.97","454.97","0.72%"
"Aug 09, 1987","451.74","461.69","451.74","451.74","-2.50%"
"Aug 02, 1987","463.34","474.94","463.34","463.34","-0.08%"
"Jul 26, 1987","463.73","454.64","463.73","463.73","2.21%"
"Jul 19, 1987","453.71","452.00","453.71","453.71","0.79%"
"Jul 12, 1987","450.15","447.45","450.15","450.15","1.35%"
"Jul 05, 1987","444.16","444.75","444.16","444.16","0.11%"
"Jun 28, 1987","443.69","449.96","443.69","443.69","0.00%"
"Jun 21, 1987","443.69","445.14","443.69","443.69","-1.29%"
"Jun 14, 1987","449.50","453.19","449.50","449.50","-1.07%"
"Jun 07, 1987","454.37","458.00","454.37","454.37","0.17%"
"May 31, 1987","453.58","450.48","453.58","453.58","0.51%"
"May 24, 1987","451.27","466.96","451.27","451.27","-2.74%"
"May 17, 1987","464.00","478.70","464.00","464.00","-0.75%"
"May 10, 1987","467.49","456.09","467.49","467.49","2.84%"
"May 03, 1987","454.57","460.01","454.57","454.57","-0.43%"
"Apr 26, 1987","456.53","477.60","456.53","456.53","-1.15%"
"Apr 19, 1987","461.86","452.52","461.86","461.86","4.29%"
"Apr 12, 1987","442.85","438.29","442.85","442.85","2.46%"
"Apr 05, 1987","432.21","422.11","432.21","432.21","3.11%"
"Mar 29, 1987","419.18","427.65","419.18","419.18","-0.18%"
"Mar 22, 1987","419.94","409.29","419.94","419.94","3.95%"
"Mar 15, 1987","403.97","405.49","403.97","403.97","-0.11%"
"Mar 08, 1987","404.40","405.71","404.40","404.40","-0.35%"
"Mar 01, 1987","405.82","405.71","405.82","405.82","0.14%"
"Feb 22, 1987","405.27","405.71","405.27","405.27","1.50%"
"Feb 15, 1987","399.30","397.78","399.30","399.30","0.60%"
"Feb 08, 1987","396.91","406.36","396.91","396.91","-1.54%"
"Feb 01, 1987","403.10","407.34","403.10","403.10","-0.08%"
"Jan 25, 1987","403.43","407.34","403.43","403.43","0.16%"
